anchor_item,recommended_item,recommendation_rank,cosine_similarity,co_basket_count,anchor_basket_count,recommended_basket_count,recommendation_score
STONE FRUIT,FLUID MILK PRODUCTS,6,0.14071912999095934,2741,5483,69198,1.1139949518995462
STONE FRUIT,VEGETABLES - ALL OTHERS,7,0.12918880220960427,1223,5483,16345,0.918516811688971
STONE FRUIT,APPLES,8,0.1272529692978865,1083,5483,13210,0.8892963280899393
STONE FRUIT,CHEESE,9,0.12546435033811165,2011,5483,46856,0.9543928258065019
SUGARS/SWEETNERS,BAKING NEEDS,1,0.2093276767584374,2164,10284,10392,1.6076733239093355
SUGARS/SWEETNERS,FLUID MILK PRODUCTS,2,0.20617446880386486,5500,10284,69198,1.7757157904925207
SUGARS/SWEETNERS,CHEESE,3,0.19825550130075506,4352,10284,46856,1.6611076156742546
SUGARS/SWEETNERS,BAKED BREAD/BUNS/ROLLS,4,0.1975523119118128,4918,10284,60263,1.6793646522838135
SUGARS/SWEETNERS,SHORTENING/OIL,5,0.19681863933608035,1814,10284,8260,1.4768957255599247
SUGARS/SWEETNERS,EGGS,6,0.194287796644703,3289,10284,27866,1.573467473926409
SUGARS/SWEETNERS,FLOUR & MEALS,7,0.1907342342278968,1083,10284,3135,1.3329296367368317
SUGARS/SWEETNERS,BAKING MIXES,8,0.19013228634167642,2048,10284,11282,1.4497790556949224
SUGARS/SWEETNERS,PWDR/CRYSTL DRNK MX,9,0.18726376219020968,1385,10284,5319,1.3546992350305174
SUGARS/SWEETNERS,SPICES & EXTRACTS,10,0.18460244123162123,1821,10284,9462,1.3859379163759746
SYRUPS/TOPPINGS,ICE CREAM/MILK/SHERBTS,1,0.14329549475061693,662,1064,20059,0.9309585865021176
TEAS,FLUID MILK PRODUCTS,1,0.12007936249311385,1865,3486,69198,0.9043840085428808
TOMATOES,VEGETABLES SALAD,1,0.3217203886769275,4112,15256,10708,2.6773274660727115
TOMATOES,VEGETABLES - ALL OTHERS,2,0.2848437197977615,4498,15256,16345,2.3959944040407635
TOMATOES,ONIONS,3,0.27460784585318015,4230,15256,15553,2.29302869088114
TOMATOES,BAKED BREAD/BUNS/ROLLS,4,0.26008245670837754,7886,15256,60263,2.333712371145855
TOMATOES,CHEESE,5,0.25882316815099565,6920,15256,46856,2.288596123624415
TOMATOES,TROPICAL FRUIT,6,0.25530921906815995,5682,15256,32466,2.20720807939965
TOMATOES,SALAD MIX,7,0.2514551391115767,3869,15256,15518,2.0772733649467177
TOMATOES,BEEF,8,0.24056979902192258,5692,15256,36695,2.0802052788908076
TOMATOES,FLUID MILK PRODUCTS,9,0.22593739276391778,7341,15256,69198,2.0111515535189017
TOMATOES,PEPPERS-ALL,10,0.22556779668119092,2526,15256,8220,1.7672758908475528
TROPICAL FRUIT,FLUID MILK PRODUCTS,1,0.377251208615489,17881,32466,69198,3.693874033728008
TROPICAL FRUIT,BAKED BREAD/BUNS/ROLLS,2,0.36755924700410825,16258,32466,60263,3.5640021738809216
TROPICAL FRUIT,APPLES,3,0.31575158289636746,6539,32466,13210,2.7740962961761366
TROPICAL FRUIT,CHEESE,4,0.31364327358632127,12233,32466,46856,2.952002411481787
TROPICAL FRUIT,COLD CEREAL,5,0.2962995466696717,8463,32466,25128,2.679607811031461
TROPICAL FRUIT,YOGURT,6,0.294226764543734,7032,32466,17594,2.606369142996597
TROPICAL FRUIT,EGGS,7,0.2733209613909967,8221,32466,27866,2.463870602046825
TROPICAL FRUIT,BEEF,8,0.27065872072064595,9342,32466,36695,2.4744656001806935
TROPICAL FRUIT,GRAPES,9,0.2604548275599293,4718,32466,10107,2.2032791163648064
TROPICAL FRUIT,SOUP,10,0.2598116463169145,7188,32466,23576,2.3072072747378107
VALUE ADDED FRUIT,TROPICAL FRUIT,1,0.17245091270414178,2376,5847,32466,1.3405634608881325
VALUE ADDED FRUIT,BAKED BREAD/BUNS/ROLLS,2,0.1461281502234524,2743,5847,60263,1.1569216977309649
VALUE ADDED FRUIT,BERRIES,3,0.14315913261728036,1045,5847,9113,0.9953466020878154
VALUE ADDED FRUIT,FLUID MILK PRODUCTS,4,0.13880403649828046,2792,5847,69198,1.1013922024486222
VALUE ADDED FRUIT,GRAPES,5,0.12865261313342563,989,5847,10107,0.887407765556846
VALUE ADDED FRUIT,CHEESE,6,0.12143584663058019,2010,5847,46856,0.923688092477211
VEGETABLES - ALL OTHERS,ONIONS,1,0.29553283050427526,4712,16345,15553,2.499640301435164
VEGETABLES - ALL OTHERS,CARROTS,2,0.2897394778503322,3395,16345,8400,2.355684391571323
VEGETABLES - ALL OTHERS,PEPPERS-ALL,3,0.2872006536044199,3329,16345,8220,2.32940626303767
VEGETABLES - ALL OTHERS,TOMATOES,4,0.2848437197977615,4498,16345,15256,2.3959944040407635
VEGETABLES - ALL OTHERS,TROPICAL FRUIT,5,0.25607757091577943,5899,16345,32466,2.2234466788351113
VEGETABLES - ALL OTHERS,POTATOES,6,0.24845624900584862,3927,16345,15284,2.0561955106388545
VEGETABLES - ALL OTHERS,CHEESE,7,0.24445151488539796,6765,16345,46856,2.155980555428575
VEGETABLES - ALL OTHERS,FLUID MILK PRODUCTS,8,0.24132527218748867,8116,16345,69198,2.172341541353587
VEGETABLES - ALL OTHERS,VEGETABLES SALAD,9,0.23946306073225992,3168,16345,10708,1.9303527668788212
VEGETABLES - ALL OTHERS,BAKED BREAD/BUNS/ROLLS,10,0.2383327705072026,7480,16345,60263,2.1259573303853116
VEGETABLES - SHELF STABLE,BEEF,1,0.35804043353862086,10308,22588,36695,3.308570220451469
VEGETABLES - SHELF STABLE,BEANS - CANNED GLASS & MW,2,0.3400501483841249,4980,22588,9495,2.894978156593895
VEGETABLES - SHELF STABLE,SOUP,3,0.3347097120331105,7724,22588,23576,2.996394008189967
VEGETABLES - SHELF STABLE,CHEESE,4,0.33065087292121514,10757,22588,46856,3.069565948028917
VEGETABLES - SHELF STABLE,BAKED BREAD/BUNS/ROLLS,5,0.3218888442041693,11876,22588,60263,3.0200767059339144
VEGETABLES - SHELF STABLE,DRY NOODLES/PASTA,6,0.31336922164269726,5576,22588,14017,2.703250220405873
VEGETABLES - SHELF STABLE,DRY BN/VEG/POTATO/RICE,7,0.3098131037514412,5362,22588,13261,2.6604514974918487
VEGETABLES - SHELF STABLE,FRUIT - SHELF STABLE,8,0.30687765908382175,5318,22588,13295,2.6327158948996
VEGETABLES - SHELF STABLE,FLUID MILK PRODUCTS,9,0.30309578617473354,11983,22588,69198,2.8464718542009746
VEGETABLES - SHELF STABLE,DINNER MXS:DRY,10,0.29710493646232883,5150,22588,13302,2.5393398927136293
VEGETABLES SALAD,TOMATOES,1,0.3217203886769275,4112,10708,15256,2.6773274660727115
VEGETABLES SALAD,VEGETABLES - ALL OTHERS,2,0.23946306073225992,3168,10708,16345,1.9303527668788212
VEGETABLES SALAD,BAKED BREAD/BUNS/ROLLS,3,0.22155141779031748,5628,10708,60263,1.9132487173780894
VEGETABLES SALAD,CHEESE,4,0.2202289096924504,4933,10708,46856,1.8728057917058305
VEGETABLES SALAD,ONIONS,5,0.21541876347159025,2780,10708,15553,1.7083926899490967
VEGETABLES SALAD,BEEF,6,0.2039100738377283,4042,10708,36695,1.693420609405753
VEGETABLES SALAD,TROPICAL FRUIT,7,0.1986026955225842,3703,10708,32466,1.6319518326826696
VEGETABLES SALAD,FLUID MILK PRODUCTS,8,0.1956591712407063,5326,10708,69198,1.6788620313582039
VEGETABLES SALAD,HISPANIC,9,0.18915634787618504,2337,10708,14255,1.467295464315566
VEGETABLES SALAD,SALD DRSNG/SNDWCH SPRD,10,0.1816526063204647,2433,10708,16753,1.4163982820797139
WAREHOUSE SNACKS,BAG SNACKS,1,0.16165634754575944,2678,6538,41975,1.2759856997028989
WAREHOUSE SNACKS,BAKED BREAD/BUNS/ROLLS,2,0.1505333619540509,2988,6538,60263,1.204672456938658
WAREHOUSE SNACKS,SOFT DRINKS,3,0.1462470416649318,3163,6538,71545,1.1786915351251814
WAREHOUSE SNACKS,FLUID MILK PRODUCTS,4,0.1420774751474387,3022,6538,69198,1.1386095954772282
WAREHOUSE SNACKS,CHEESE,5,0.1371216965882771,2400,6538,46856,1.067306004187247
WAREHOUSE SNACKS,CRACKERS/MISC BKD FD,6,0.13330041672569548,1624,6538,22702,0.9855250514947246
WAREHOUSE SNACKS,CONVENIENT BRKFST/WHLSM SNACKS,7,0.12830979678976184,1227,6538,13987,0.9126858185049045
WAREHOUSE SNACKS,FROZEN PIZZA,8,0.12471033816614581,1534,6538,23142,0.9149106655447022
WAREHOUSE SNACKS,BAKED SWEET GOODS,9,0.12396802237452426,1370,6538,18680,0.8954576804217853
WAREHOUSE SNACKS,COOKIES/CONES,10,0.12208292898071302,1291,6538,17104,0.8745955942862057
WATER - CARBONATED/FLVRD DRINK,BAKED BREAD/BUNS/ROLLS,1,0.21358921676909257,7027,17961,60263,1.8919001170063978
WATER - CARBONATED/FLVRD DRINK,FLUID MILK PRODUCTS,2,0.21100975394809343,7439,17961,69198,1.8810730657720491
WATER - CARBONATED/FLVRD DRINK,SOFT DRINKS,3,0.1975051194365106,7080,17961,71545,1.7509165425583444
WATER - CARBONATED/FLVRD DRINK,CHEESE,4,0.1926576451776084,5589,17961,46856,1.6623916823769267
WATER - CARBONATED/FLVRD DRINK,BAG SNACKS,5,0.19167821712345712,5263,17961,41975,1.6424228791068267
WATER - CARBONATED/FLVRD DRINK,TROPICAL FRUIT,6,0.18341127575125798,4429,17961,32466,1.539949474835145
WATER - CARBONATED/FLVRD DRINK,COLD CEREAL,7,0.16399625407358012,3484,17961,25128,1.3375900723914855
WATER - CARBONATED/FLVRD DRINK,CRACKERS/MISC BKD FD,8,0.16268145866170447,3285,17961,22702,1.3173011216614412
WATER - CARBONATED/FLVRD DRINK,CANNED JUICES,9,0.16047399448484148,3054,17961,20165,1.2877291647294704
WATER - CARBONATED/FLVRD DRINK,BEEF,10,0.15775615795061157,4050,17961,36695,1.3104360814308367
YOGURT,FLUID MILK PRODUCTS,1,0.299378740169095,10446,17594,69198,2.7704718584041004
YOGURT,TROPICAL FRUIT,2,0.294226764543734,7032,17594,32466,2.606369142996597
YOGURT,CHEESE,3,0.28528046032583965,8191,17594,46856,2.570637507668088
YOGURT,BAKED BREAD/BUNS/ROLLS,4,0.2694880161954832,8775,17594,60263,2.4468908222662265
YOGURT,COLD CEREAL,5,0.23784586144771477,5001,17594,25128,2.0258742710509887
YOGURT,EGGS,6,0.227846079604908,5045,17594,27866,1.942695678123329
YOGURT,APPLES,7,0.2255788992936805,3439,17594,13210,1.836940127046743
YOGURT,CONVENIENT BRKFST/WHLSM SNACKS,8,0.2227297960499708,3494,17594,13987,1.8172721520078143
YOGURT,REFRGRATD JUICES/DRNKS,9,0.2177943188847915,4651,17594,25920,1.8392844601542053
YOGURT,CRACKERS/MISC BKD FD,10,0.21240431788012507,4245,17594,22702,1.7743688836328502
